SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,AgeGroup,UtilGroup,IncomeQuartile,Total Late Payments
0,0.037743415,48,0,0.252596551,9916,8,0,2,0,2,40-50,0-10%,"(7385.25, 251608.0]",2
0,0.998453768,35,1,0.143677244,6270,4,0,0,0,0,30-40,70-100%,"(5351.0, 7385.25]",0
0,0.350400262,67,0,0.48175912,2000,7,0,1,0,1,65+,30-50%,"(-0.001, 3879.0]",1
0,0.9999999,80,0,0.322580645,2169,3,1,0,3,0,65+,70-100%,"(-0.001, 3879.0]",4
0,0.073641409,64,0,0.319932203,14749,18,0,1,0,0,50-65,0-10%,"(7385.25, 251608.0]",1
0,0.000947269,67,1,0.189163002,13416,11,0,2,0,0,65+,0-10%,"(7385.25, 251608.0]",2
0,0.171566007,47,0,0.314498849,12600,14,0,3,0,2,40-50,10-30%,"(7385.25, 251608.0]",3
0,0.00055761,75,0,0,2892,10,0,0,0,0,65+,0-10%,"(-0.001, 3879.0]",0
0,0.444158812,24,0,0.056029233,820,2,0,0,0,0,<30,30-50%,"(-0.001, 3879.0]",0
0,0.212616003,48,0,0.327808306,11100,8,0,1,0,0,40-50,10-30%,"(7385.25, 251608.0]",1
1,0.937824498,38,0,0.3037012,5916,10,0,2,0,0,30-40,70-100%,"(5351.0, 7385.25]",2
0,0.102422518,51,0,0.108832124,90000,12,0,2,0,5,50-65,10-30%,"(7385.25, 251608.0]",2
0,0.048831024,71,0,0.262487757,4083,16,0,1,0,0,65+,0-10%,"(3879.0, 5351.0]",1
0,0.033839098,79,0,0.007518797,5053,2,0,0,0,0,65+,0-10%,"(3879.0, 5351.0]",0
0,0.813834099,48,0,0.057070156,2750,9,0,0,0,0,40-50,70-100%,"(-0.001, 3879.0]",0
0,0.182558396,47,0,0.567992599,6485,10,0,2,0,0,40-50,10-30%,"(5351.0, 7385.25]",2
0,0.9999999,60,0,0.024228905,13000,6,0,0,0,0,50-65,70-100%,"(7385.25, 251608.0]",0
0,0.911739503,60,1,0.333333333,3500,9,1,0,0,3,50-65,70-100%,"(-0.001, 3879.0]",1
0,0.02521303,64,0,0.014616322,3283,18,0,0,0,0,50-65,0-10%,"(-0.001, 3879.0]",0
0,0.074909787,36,0,0.371802968,6333,5,0,1,0,2,30-40,0-10%,"(5351.0, 7385.25]",1
0,0.375278163,68,2,0.457392719,9833,14,0,2,0,0,65+,30-50%,"(7385.25, 251608.0]",2
0,0,28,0,0.188405797,2000,10,0,0,0,0,<30,0-10%,"(-0.001, 3879.0]",0
0,0.016109058,32,0,0.248056062,10416,32,0,2,0,2,30-40,0-10%,"(7385.25, 251608.0]",2
0,0.073359073,34,0,0.130498842,4750,5,0,0,0,0,30-40,0-10%,"(3879.0, 5351.0]",0
0,0.724136921,43,1,0.242074928,5204,13,0,0,0,4,40-50,70-100%,"(3879.0, 5351.0]",0
0,0.001804153,33,0,0.00034459,2901,5,0,0,0,0,30-40,0-10%,"(-0.001, 3879.0]",0
0,0.869377163,63,0,0.120319731,2376,3,0,0,0,0,50-65,70-100%,"(-0.001, 3879.0]",0
0,0,72,1,0.116650839,6317,7,0,1,0,0,65+,0-10%,"(5351.0, 7385.25]",1
0,0.188963517,57,0,0.264331596,8250,6,0,1,0,4,50-65,10-30%,"(7385.25, 251608.0]",1
0,0.025044316,53,0,0.221446523,3580,3,0,1,0,0,50-65,0-10%,"(-0.001, 3879.0]",1
0,0.186339996,49,0,0.332103679,10300,14,0,3,0,5,40-50,10-30%,"(7385.25, 251608.0]",3
0,0.383923115,39,0,0.359690979,4400,10,0,1,0,3,30-40,30-50%,"(3879.0, 5351.0]",1
0,0.05656114,59,0,0.303958178,4016,8,0,1,0,0,50-65,0-10%,"(3879.0, 5351.0]",1
0,0.43889507,51,0,0.132484155,16250,19,0,0,0,2,50-65,30-50%,"(7385.25, 251608.0]",0
1,0.9999999,38,0,0.237288136,1415,3,0,0,0,2,30-40,70-100%,"(-0.001, 3879.0]",0
0,0.005432985,45,0,0.164950744,13500,12,0,1,0,3,40-50,0-10%,"(7385.25, 251608.0]",1
0,0.004124943,50,0,0.001476832,5416,8,0,0,0,0,40-50,0-10%,"(5351.0, 7385.25]",0
0,0.646829097,56,0,1.143644506,2902,11,0,1,0,0,50-65,50-70%,"(-0.001, 3879.0]",1
0,0.144884089,53,0,0.31819044,10543,10,0,2,0,1,50-65,10-30%,"(7385.25, 251608.0]",2
0,0.18339113,42,2,0.533733133,2000,9,0,0,1,0,40-50,10-30%,"(-0.001, 3879.0]",1
0,0.068292747,49,0,0.394894079,1840,12,0,1,0,0,40-50,0-10%,"(-0.001, 3879.0]",1
0,0,39,1,0.772400756,2644,7,0,1,0,4,30-40,0-10%,"(-0.001, 3879.0]",1
0,0.477332121,41,0,0.143663194,2303,5,0,0,0,0,40-50,30-50%,"(-0.001, 3879.0]",0
0,0.049082515,71,0,0.020403377,4263,6,0,0,0,0,65+,0-10%,"(3879.0, 5351.0]",0
0,0.153475217,48,0,0.300796991,11166,12,0,3,0,0,40-50,10-30%,"(7385.25, 251608.0]",3
0,0.171726686,56,0,0.017038637,4166,2,0,0,0,0,50-65,10-30%,"(3879.0, 5351.0]",0
0,0.112603547,49,0,0.457029845,8342,10,0,2,0,0,40-50,10-30%,"(7385.25, 251608.0]",2
0,0.018908123,57,1,0.597908014,6500,19,0,2,0,0,50-65,0-10%,"(5351.0, 7385.25]",2
0,0.902459712,43,3,0.381680267,8700,5,6,1,0,0,40-50,70-100%,"(7385.25, 251608.0]",7
1,0.937091568,44,2,0.45098358,6150,11,0,1,1,3,40-50,70-100%,"(5351.0, 7385.25]",2
0,0.40363774,48,0,0.203761009,4200,14,0,0,0,0,40-50,30-50%,"(3879.0, 5351.0]",0
0,1,48,1,0.569383732,11666,4,0,2,0,3,40-50,70-100%,"(7385.25, 251608.0]",2
0,0.236309608,54,0,0.158290031,22900,5,0,2,1,0,50-65,10-30%,"(7385.25, 251608.0]",3
0,0.010577308,35,0,0.326472899,6364,9,0,1,0,0,30-40,0-10%,"(5351.0, 7385.25]",1
1,0.385941521,59,0,0.238935821,7930,5,0,1,0,2,50-65,30-50%,"(7385.25, 251608.0]",1
1,0.9999999,34,0,0.739622642,5299,4,0,2,0,1,30-40,70-100%,"(3879.0, 5351.0]",2
0,0,58,0,0.132684772,7400,6,0,0,0,1,50-65,0-10%,"(7385.25, 251608.0]",0
0,0.852252436,50,0,0.529139234,4100,13,0,1,0,2,40-50,70-100%,"(3879.0, 5351.0]",1
0,0.074374523,87,0,0.011942786,7200,8,0,0,0,1,65+,0-10%,"(5351.0, 7385.25]",0
0,0.006896314,41,1,0.069310286,5900,5,0,0,0,3,40-50,0-10%,"(5351.0, 7385.25]",0
1,0.942902569,52,0,0.519118997,13075,14,3,2,2,1,50-65,70-100%,"(7385.25, 251608.0]",7
0,0.303236797,41,2,0.036830357,3583,3,0,0,0,2,40-50,30-50%,"(-0.001, 3879.0]",0
0,0.110680742,62,0,0.408790794,5300,13,0,2,0,0,50-65,10-30%,"(3879.0, 5351.0]",2
0,0.075719967,48,0,0.214964173,6000,18,0,1,0,0,40-50,0-10%,"(5351.0, 7385.25]",1
0,0.004292037,73,0,0.025069156,5783,18,0,0,0,0,65+,0-10%,"(5351.0, 7385.25]",0
0,0.797285406,47,0,0.112492153,7964,3,0,0,0,0,40-50,70-100%,"(7385.25, 251608.0]",0
0,0.48328183,64,0,0.318446926,6000,8,0,1,0,1,50-65,30-50%,"(5351.0, 7385.25]",1
0,0.029599408,67,0,0.202212531,9400,7,0,2,0,1,65+,0-10%,"(7385.25, 251608.0]",2
0,0.108356215,31,0,0.093538022,2800,8,0,0,0,0,30-40,10-30%,"(-0.001, 3879.0]",0
0,0.260964987,72,0,0.346472436,3500,9,0,1,0,0,65+,10-30%,"(-0.001, 3879.0]",1
0,1,45,1,0.12617789,4350,6,0,0,0,1,40-50,70-100%,"(3879.0, 5351.0]",0
0,1,39,2,0.480141964,5916,8,2,2,2,3,30-40,70-100%,"(5351.0, 7385.25]",6
0,0.395934994,35,0,0.38816101,6334,13,0,1,0,0,30-40,30-50%,"(5351.0, 7385.25]",1
0,0.687147234,44,0,0.213191206,1500,5,0,0,0,0,40-50,50-70%,"(-0.001, 3879.0]",0
0,0.9999999,30,1,0.575757576,3200,6,0,1,0,1,<30,70-100%,"(-0.001, 3879.0]",1
0,0.049576068,62,0,0.228525494,4353,7,0,1,0,0,50-65,0-10%,"(3879.0, 5351.0]",1
0,0.003251819,46,0,0.118800339,9435,8,0,0,0,3,40-50,0-10%,"(7385.25, 251608.0]",0
0,0.71314741,63,1,0.145588874,2300,3,0,0,0,0,50-65,70-100%,"(-0.001, 3879.0]",0
0,0.263147371,29,0,0.397750937,2400,6,0,1,0,1,<30,10-30%,"(-0.001, 3879.0]",1
0,0,46,0,0,5351,2,0,0,0,0,40-50,0-10%,"(3879.0, 5351.0]",0
0,0.9999999,72,0,0.009926912,9166,0,0,0,0,0,65+,70-100%,"(7385.25, 251608.0]",0
0,0.672289909,27,0,0.250111062,2250,4,0,0,0,0,<30,50-70%,"(-0.001, 3879.0]",0
0,0.898717919,55,0,0.369142033,9708,12,0,2,0,0,50-65,70-100%,"(7385.25, 251608.0]",2
0,0.00952089,62,0,0.070377479,4688,9,0,0,0,0,50-65,0-10%,"(3879.0, 5351.0]",0
0,0.079220022,49,0,0.352516387,9000,9,0,2,0,4,40-50,0-10%,"(7385.25, 251608.0]",2
0,0.9999999,37,0,0.371017198,7500,7,0,2,0,2,30-40,70-100%,"(7385.25, 251608.0]",2
0,1,45,2,0.201919232,2500,7,4,0,1,2,40-50,70-100%,"(-0.001, 3879.0]",5
0,0.888445306,59,0,0.28919974,9221,21,0,2,0,0,50-65,70-100%,"(7385.25, 251608.0]",2
0,0.281711588,38,0,0.420606677,5900,11,0,1,0,3,30-40,10-30%,"(5351.0, 7385.25]",1
0,0.289759556,38,0,0.748961698,2166,9,0,1,0,1,30-40,10-30%,"(-0.001, 3879.0]",1
0,0.021502106,76,0,0.247729356,12000,9,0,1,0,1,65+,0-10%,"(7385.25, 251608.0]",1
0,0.845820129,44,1,0.199502023,6425,5,0,0,0,2,40-50,70-100%,"(5351.0, 7385.25]",0
0,0.452238117,42,0,1.237442922,656,5,1,0,0,0,40-50,30-50%,"(-0.001, 3879.0]",1
0,0.009327716,41,0,0.673525037,4033,8,0,1,0,0,40-50,0-10%,"(3879.0, 5351.0]",1
0,0.10299485,53,0,0.092393687,9123,7,0,1,0,0,50-65,10-30%,"(7385.25, 251608.0]",1
0,0.001679601,79,0,0.007569386,3566,7,0,0,0,1,65+,0-10%,"(-0.001, 3879.0]",0
0,0.940764809,39,0,0.214700193,1550,5,0,0,0,1,30-40,70-100%,"(-0.001, 3879.0]",0
0,0.403263869,54,1,0.293024696,12916,8,0,1,0,0,50-65,30-50%,"(7385.25, 251608.0]",1
0,0.32918625,50,0,0.479125249,3520,9,0,2,0,0,40-50,30-50%,"(-0.001, 3879.0]",2
0,0.098893603,57,1,0.411233054,6195,25,0,4,0,1,50-65,0-10%,"(5351.0, 7385.25]",4
0,0.105695457,60,0,0.402068127,6575,16,0,2,0,0,50-65,10-30%,"(5351.0, 7385.25]",2
0,0.005949921,73,0,0.137875101,2465,4,0,0,0,0,65+,0-10%,"(-0.001, 3879.0]",0
0,0.062888236,81,0,0.353176366,2250,8,0,1,0,0,65+,0-10%,"(-0.001, 3879.0]",1
0,0.040663823,61,0,0.450938649,5166,16,0,1,0,1,50-65,0-10%,"(3879.0, 5351.0]",1
0,0,31,0,0.312076436,9000,4,0,1,0,2,30-40,0-10%,"(7385.25, 251608.0]",1
0,0.960335978,57,0,0.682468329,2446,4,0,2,0,0,50-65,70-100%,"(-0.001, 3879.0]",2
0,0,82,0,0,5507,5,0,0,0,1,65+,0-10%,"(5351.0, 7385.25]",0
0,0.133949071,77,0,0.24780803,6500,17,0,1,0,0,65+,10-30%,"(5351.0, 7385.25]",1
0,0.033904439,53,0,0.561676211,11000,8,0,1,0,4,50-65,0-10%,"(7385.25, 251608.0]",1
0,0.043656407,59,1,0.201277337,10333,4,0,1,0,3,50-65,0-10%,"(7385.25, 251608.0]",1
1,1,45,0,0.086552749,5383,5,2,0,1,0,40-50,70-100%,"(5351.0, 7385.25]",3
0,0.284339458,56,0,0.27570611,10833,9,0,2,0,1,50-65,10-30%,"(7385.25, 251608.0]",2
0,0.0158741,70,0,0.416329445,4200,13,0,0,0,0,65+,0-10%,"(3879.0, 5351.0]",0
0,0.03878353,61,0,0.486599083,7200,16,0,5,0,1,50-65,0-10%,"(5351.0, 7385.25]",5
0,0.011734892,33,0,0.02298399,10180,5,0,0,0,2,30-40,0-10%,"(7385.25, 251608.0]",0
0,0.240464345,58,2,0.242206235,1250,8,0,0,1,0,50-65,10-30%,"(-0.001, 3879.0]",1
0,0.024078624,27,0,0.242504997,1500,14,0,0,0,0,<30,0-10%,"(-0.001, 3879.0]",0
0,0.862062278,66,0,0.121644324,29166,13,0,1,0,0,65+,70-100%,"(7385.25, 251608.0]",1
0,0.839004277,62,0,0.366903468,7178,12,0,1,0,4,50-65,70-100%,"(5351.0, 7385.25]",1
0,0.782770335,42,0,0.169939307,2800,8,0,0,0,1,40-50,70-100%,"(-0.001, 3879.0]",0
0,0.504366376,52,0,0.652115961,3000,6,0,1,0,0,50-65,50-70%,"(-0.001, 3879.0]",1
1,0.9999999,44,1,0.604059376,3300,3,0,1,2,5,40-50,70-100%,"(-0.001, 3879.0]",3
0,0.174236663,31,0,0.664493698,2300,9,0,2,0,0,30-40,10-30%,"(-0.001, 3879.0]",2
0,0.05252518,51,0,0.125810056,4474,7,0,0,0,0,50-65,0-10%,"(3879.0, 5351.0]",0
0,0.621236021,53,0,0.352136392,4750,19,0,0,0,3,50-65,50-70%,"(3879.0, 5351.0]",0
0,0,53,0,0.633596267,9000,7,0,2,0,2,50-65,0-10%,"(7385.25, 251608.0]",2
0,0.475217461,32,2,0.297168877,5050,10,0,0,0,0,30-40,30-50%,"(3879.0, 5351.0]",0
0,0.618015279,41,0,0.46489379,6166,7,0,1,0,2,40-50,50-70%,"(5351.0, 7385.25]",1
0,0.001266646,64,0,0.096924117,11833,6,0,1,0,2,50-65,0-10%,"(7385.25, 251608.0]",1
0,0,60,0,0.418358889,4825,15,0,2,0,1,50-65,0-10%,"(3879.0, 5351.0]",2
0,0.142517717,39,1,0.41499472,3787,11,0,1,0,0,30-40,10-30%,"(-0.001, 3879.0]",1
0,0.498686696,35,0,1.164583734,5200,7,0,2,0,1,30-40,30-50%,"(3879.0, 5351.0]",2
0,0.603141045,53,0,0.366558991,6500,5,0,1,0,0,50-65,50-70%,"(5351.0, 7385.25]",1
0,0.1778541,55,1,0.507207733,12000,17,0,2,0,3,50-65,10-30%,"(7385.25, 251608.0]",2
0,0.294249662,69,0,0.652449184,3000,13,0,1,0,0,65+,10-30%,"(-0.001, 3879.0]",1
0,0.350347711,71,0,0.38021152,11440,12,0,1,0,0,65+,30-50%,"(7385.25, 251608.0]",1
1,0,46,0,0.29998154,10833,9,0,2,0,1,40-50,0-10%,"(7385.25, 251608.0]",2
1,0.915394707,58,2,0.603046775,14900,14,0,6,0,0,50-65,70-100%,"(7385.25, 251608.0]",6
0,0.165441728,63,0,0.175571939,13156,7,0,1,0,1,50-65,10-30%,"(7385.25, 251608.0]",1
0,0.369115301,56,0,0.733754275,3800,7,0,2,0,2,50-65,30-50%,"(-0.001, 3879.0]",2
0,0.010196387,74,0,0.419195483,4250,13,0,1,0,0,65+,0-10%,"(3879.0, 5351.0]",1
0,0.50409918,29,0,0.132622459,3000,4,0,0,0,1,<30,50-70%,"(-0.001, 3879.0]",0
0,0.04027756,62,0,0.367351651,4330,15,0,1,0,1,50-65,0-10%,"(3879.0, 5351.0]",1
0,0.047595857,32,1,0.3808617,4200,5,0,2,0,0,30-40,0-10%,"(3879.0, 5351.0]",2
0,0.114315427,52,0,0.070734191,10800,4,0,0,0,2,50-65,10-30%,"(7385.25, 251608.0]",0
0,0.040350692,42,0,0.75856036,4000,9,0,1,0,1,40-50,0-10%,"(3879.0, 5351.0]",1
0,0.173501274,63,1,0.466290695,3900,10,0,1,0,0,50-65,10-30%,"(3879.0, 5351.0]",1
0,0.557067481,25,1,0.149179158,1400,5,0,0,0,0,<30,50-70%,"(-0.001, 3879.0]",0
0,0.170123322,54,2,0.992964897,13787,27,1,10,0,1,50-65,10-30%,"(7385.25, 251608.0]",11
0,0.631343574,39,0,0.49696831,8740,12,0,4,0,0,30-40,50-70%,"(7385.25, 251608.0]",4
0,0.073386169,37,0,0.994594595,1664,10,0,1,0,3,30-40,0-10%,"(-0.001, 3879.0]",1
0,0.526662894,66,0,1.039971449,1400,6,0,1,0,0,65+,50-70%,"(-0.001, 3879.0]",1
0,0.317278045,50,0,0.573416977,5100,8,0,1,0,2,40-50,30-50%,"(3879.0, 5351.0]",1
0,0.00444422,82,0,0.227637261,1620,3,0,1,0,0,65+,0-10%,"(-0.001, 3879.0]",1
0,0.952361009,39,0,0.397239522,5940,6,0,1,0,2,30-40,70-100%,"(5351.0, 7385.25]",1
0,0.914315826,40,0,0.643676855,8800,8,0,3,0,2,30-40,70-100%,"(7385.25, 251608.0]",3
0,0.090067678,49,0,0.261570106,8750,15,0,1,0,3,40-50,0-10%,"(7385.25, 251608.0]",1
0,0.701316843,57,0,0.310875442,4808,8,0,0,0,0,50-65,70-100%,"(3879.0, 5351.0]",0
0,0.074976267,37,0,0.039993444,6100,8,0,0,0,3,30-40,0-10%,"(5351.0, 7385.25]",0
0,0.041026227,32,0,0.030170847,2750,5,0,0,0,0,30-40,0-10%,"(-0.001, 3879.0]",0
0,0.125154994,43,0,0.419830973,8400,7,0,1,0,0,40-50,10-30%,"(7385.25, 251608.0]",1
0,0.3324201,52,0,0.595600677,6500,18,0,1,0,0,50-65,30-50%,"(5351.0, 7385.25]",1
0,0.807498866,51,0,0.171441428,20000,8,0,0,0,1,50-65,70-100%,"(7385.25, 251608.0]",0
0,0.092845358,30,0,0.020362829,2700,3,0,0,0,0,<30,0-10%,"(-0.001, 3879.0]",0
0,0.212624528,52,4,0.334188842,7402,15,0,2,1,3,50-65,10-30%,"(7385.25, 251608.0]",3
0,0.66748758,57,3,0.421809467,6675,13,0,2,0,0,50-65,50-70%,"(5351.0, 7385.25]",2
0,0,45,1,0.374666158,10483,17,0,3,0,0,40-50,0-10%,"(7385.25, 251608.0]",3
0,0.024976971,58,0,0.354169005,8910,9,0,1,0,1,50-65,0-10%,"(7385.25, 251608.0]",1
0,0.961064933,59,0,0.484703059,5000,10,0,1,0,3,50-65,70-100%,"(3879.0, 5351.0]",1
0,0.240812014,40,0,0.05399568,7870,7,0,0,0,2,30-40,10-30%,"(7385.25, 251608.0]",0
0,0.013013807,41,0,0.544337138,3416,5,0,2,0,0,40-50,0-10%,"(-0.001, 3879.0]",2
0,0.030629032,59,0,0.16322105,6916,10,0,1,0,0,50-65,0-10%,"(5351.0, 7385.25]",1
0,0.076828281,63,0,0.286880466,5144,11,0,1,0,0,50-65,0-10%,"(3879.0, 5351.0]",1
0,0.000267426,50,0,0.397770219,5291,8,0,1,0,0,40-50,0-10%,"(3879.0, 5351.0]",1
0,0.010209076,65,0,0.319974282,4665,8,0,1,0,0,50-65,0-10%,"(3879.0, 5351.0]",1
0,0.130409941,67,0,0.189894503,1800,4,0,1,0,0,65+,10-30%,"(-0.001, 3879.0]",1
0,0.058139717,52,0,0.161537865,12900,6,0,1,0,1,50-65,0-10%,"(7385.25, 251608.0]",1
0,0.076665029,63,0,0.19925638,5916,7,0,1,0,0,50-65,0-10%,"(5351.0, 7385.25]",1
0,0,50,0,0.251506217,7800,6,0,1,0,2,40-50,0-10%,"(7385.25, 251608.0]",1
0,0.208756545,76,1,0.150481645,3840,11,0,0,0,0,65+,10-30%,"(-0.001, 3879.0]",0
0,0.15731727,58,0,0.664223851,1500,17,0,0,0,0,50-65,10-30%,"(-0.001, 3879.0]",0
0,0.029439696,53,0,0.223368052,9696,10,0,1,0,1,50-65,0-10%,"(7385.25, 251608.0]",1
0,0.632424505,68,0,0.417996843,5700,8,0,1,0,0,65+,50-70%,"(5351.0, 7385.25]",1
0,0.190227527,63,0,0.523702032,3100,8,0,1,0,0,50-65,10-30%,"(-0.001, 3879.0]",1
0,0.784405352,37,0,0.21550276,8333,8,0,0,0,3,30-40,70-100%,"(7385.25, 251608.0]",0
1,0,45,2,0.196024942,5131,6,1,1,1,2,40-50,0-10%,"(3879.0, 5351.0]",3
0,0.013844137,52,0,0.419716057,5000,11,0,1,0,1,50-65,0-10%,"(3879.0, 5351.0]",1
0,0.101377426,62,0,0.274172583,10000,7,0,2,0,0,50-65,10-30%,"(7385.25, 251608.0]",2
0,0.0374874,46,0,0.323167683,10000,9,0,3,0,2,40-50,0-10%,"(7385.25, 251608.0]",3
0,0.072315559,63,0,0.303058316,12980,17,0,1,0,2,50-65,0-10%,"(7385.25, 251608.0]",1
0,0.553659626,44,0,0.480296436,8500,11,0,1,0,0,40-50,50-70%,"(7385.25, 251608.0]",1
0,0.218311902,51,1,0.256207427,4550,8,0,1,0,0,50-65,10-30%,"(3879.0, 5351.0]",1
0,0.066499696,50,0,0.028398529,73700,11,0,1,0,2,40-50,0-10%,"(7385.25, 251608.0]",1
0,0.58592448,49,0,0.318409066,9000,13,0,1,0,1,40-50,50-70%,"(7385.25, 251608.0]",1
0,0.226259375,33,0,0.065978007,3000,8,0,0,0,0,30-40,10-30%,"(-0.001, 3879.0]",0
0,0.810203388,71,0,0.095891764,10125,4,0,0,0,0,65+,70-100%,"(7385.25, 251608.0]",0
1,0.033396319,72,0,0.407027818,3414,20,0,1,2,0,65+,0-10%,"(-0.001, 3879.0]",3
0,0.003157819,53,0,0.110353939,14380,12,0,2,0,1,50-65,0-10%,"(7385.25, 251608.0]",2
0,0.073448164,65,0,0.009776691,9000,4,0,0,0,1,50-65,0-10%,"(7385.25, 251608.0]",0
0,0.117225292,60,1,0.209751244,5024,7,0,1,0,0,50-65,10-30%,"(3879.0, 5351.0]",1
0,0.78905745,40,0,0.813105676,2166,8,0,2,0,1,30-40,70-100%,"(-0.001, 3879.0]",2
0,0.017455741,56,0,0.673261885,10916,16,0,5,0,3,50-65,0-10%,"(7385.25, 251608.0]",5
0,0.681385611,47,0,0.422332721,9250,14,0,1,0,1,40-50,50-70%,"(7385.25, 251608.0]",1
0,0.022180829,57,0,0.398286064,4900,13,0,1,0,1,50-65,0-10%,"(3879.0, 5351.0]",1
0,0.986602679,38,2,0.39737582,3200,5,1,0,1,4,30-40,70-100%,"(-0.001, 3879.0]",2
0,0,28,0,0.543562538,4900,8,0,2,0,1,<30,0-10%,"(3879.0, 5351.0]",2
0,0.911188475,72,1,1.487102579,3333,10,0,1,1,0,65+,70-100%,"(-0.001, 3879.0]",2
0,0.028697285,50,2,1.310215558,3200,17,0,2,0,1,40-50,0-10%,"(-0.001, 3879.0]",2
0,0.033795888,49,0,0.003363331,11000,6,0,0,0,0,40-50,0-10%,"(7385.25, 251608.0]",0
0,0.024866084,68,0,0.21791488,6061,11,0,1,0,0,65+,0-10%,"(5351.0, 7385.25]",1
0,0.408825978,25,0,0.039555864,1440,2,0,0,0,0,<30,30-50%,"(-0.001, 3879.0]",0
0,0.024314263,65,0,0.307762225,5500,9,0,2,0,1,50-65,0-10%,"(5351.0, 7385.25]",2
0,0.034262493,66,0,0.213546202,10334,6,0,1,0,4,65+,0-10%,"(7385.25, 251608.0]",1
0,1,52,1,0.032218642,9000,3,0,0,0,0,50-65,70-100%,"(7385.25, 251608.0]",0
0,0.660261973,36,0,0.153036522,9500,6,0,0,0,0,30-40,50-70%,"(7385.25, 251608.0]",0
0,0.099090447,36,0,0.354180647,7450,7,0,1,0,2,30-40,0-10%,"(7385.25, 251608.0]",1
0,0.9999999,66,0,0,5351,1,0,0,0,0,65+,70-100%,"(3879.0, 5351.0]",0
0,0.832919181,50,5,0.285265332,11136,12,0,2,0,0,40-50,70-100%,"(7385.25, 251608.0]",2
0,0.911763444,40,1,0.412371134,4170,7,0,2,0,0,30-40,70-100%,"(3879.0, 5351.0]",2
0,0.692139197,45,0,0.417752196,13203,9,0,2,0,3,40-50,50-70%,"(7385.25, 251608.0]",2
0,0,49,0,0.311344328,2000,6,0,1,0,0,40-50,0-10%,"(-0.001, 3879.0]",1
0,0.002920542,47,0,0.00339932,5000,4,0,0,0,0,40-50,0-10%,"(3879.0, 5351.0]",0
1,0.435085695,50,0,0.745512384,4400,13,0,1,0,2,40-50,30-50%,"(3879.0, 5351.0]",1
0,0.014670997,63,1,0.204746524,7120,14,0,2,0,2,50-65,0-10%,"(5351.0, 7385.25]",2
0,0.072717467,84,0,0.209631728,6000,4,0,1,0,0,65+,0-10%,"(5351.0, 7385.25]",1
0,0.092418526,62,0,0.613693153,2000,34,0,1,0,0,50-65,0-10%,"(-0.001, 3879.0]",1
0,0.025796354,69,0,0.00311975,8333,5,0,0,0,0,65+,0-10%,"(7385.25, 251608.0]",0
0,0.000216447,63,0,0.421716395,3250,12,0,1,0,0,50-65,0-10%,"(-0.001, 3879.0]",1
1,1,33,2,0.393151712,4000,6,0,2,1,2,30-40,70-100%,"(3879.0, 5351.0]",3
0,0.911435942,50,2,0.487162461,4517,5,1,1,0,2,40-50,70-100%,"(3879.0, 5351.0]",2
1,0,63,0,0.091095674,12667,17,0,0,0,1,50-65,0-10%,"(7385.25, 251608.0]",0
0,0.072518561,55,0,0.298634294,6589,4,0,2,0,0,50-65,0-10%,"(5351.0, 7385.25]",2
0,0.063595868,61,0,0.337545325,9100,15,0,2,0,0,50-65,0-10%,"(7385.25, 251608.0]",2
1,0.9999999,29,0,0.251962884,1400,1,0,0,0,0,<30,70-100%,"(-0.001, 3879.0]",0
0,0.000744025,62,0,0.320824362,3250,9,0,1,0,0,50-65,0-10%,"(-0.001, 3879.0]",1
0,0.835418953,52,0,0.315307058,12000,6,0,1,0,2,50-65,70-100%,"(7385.25, 251608.0]",1
0,0.680786232,39,0,0.314857081,9200,6,0,2,0,2,30-40,50-70%,"(7385.25, 251608.0]",2
0,0,22,0,0.700996678,300,4,0,0,0,0,<30,0-10%,"(-0.001, 3879.0]",0
0,0.745233582,52,1,1.335065974,2500,8,0,1,0,0,50-65,70-100%,"(-0.001, 3879.0]",1
0,0.023089276,90,0,0.004837149,3100,6,0,0,0,0,65+,0-10%,"(-0.001, 3879.0]",0
0,0.005133162,73,0,0.200262025,10685,8,0,2,0,1,65+,0-10%,"(7385.25, 251608.0]",2
0,0.356816592,69,0,0.322862129,9167,5,0,2,0,0,65+,30-50%,"(7385.25, 251608.0]",2
0,0.092868218,62,0,0.133966508,4000,16,0,0,0,0,50-65,0-10%,"(3879.0, 5351.0]",0
1,0.35832084,63,0,0.416804865,3617,6,0,1,0,0,50-65,30-50%,"(-0.001, 3879.0]",1
0,0.02189296,65,0,0.548085407,5666,10,0,2,0,0,50-65,0-10%,"(5351.0, 7385.25]",2
0,0.019796041,25,1,0.382504754,3680,2,0,1,0,0,<30,0-10%,"(-0.001, 3879.0]",1
0,0.170759933,47,0,1.232453509,3333,17,0,1,0,1,40-50,10-30%,"(-0.001, 3879.0]",1
0,0.293676581,25,0,0.049937578,800,3,0,0,0,0,<30,10-30%,"(-0.001, 3879.0]",0
0,0.456234302,52,0,0.114080574,2506,9,0,0,0,0,50-65,30-50%,"(-0.001, 3879.0]",0
